time,x,y
20.24,364.59900217186146,426.6277130523654
20.44,369.11901633545256,428.3148372057293
20.64,370.70579367630376,430.78777736454924
20.84,375.64891518061864,430.3203330105429
21.04,377.2030432584675,430.5285248347934
21.24,376.59702416919157,429.4787130725951
21.44,375.3443451793663,430.7518229632456
21.64,362.2001608649287,424.83129625391007
21.84,349.0231076065818,421.4520240428288
22.04,347.44160347700085,419.4485290015646
22.24,352.14997696698737,422.22038995687177
22.44,355.5108800900304,424.6788471136008
22.64,360.1004792850187,427.5047595255419
22.84,364.5031510675023,429.70974761770907
23.04,368.13003704994804,431.90356583872256
23.24,371.6441745569355,430.7129076667321
23.44,372.59442899379206,435.3125401790669
23.64,374.48768033180465,433.50154980896434
23.84,367.39925696007646,427.83508884551964
24.04,357.2287294798491,427.13317815727504
24.24,350.44563640113887,420.9913107108697
24.44,345.09328200407157,418.5430470743198
24.64,347.08162439112186,420.1626461289563
24.84,356.150225876152,422.94511746795854
25.04,366.1244118859706,428.70969626271926
25.24,373.9883776031485,431.03960188828256
25.44,375.7674263787859,433.20070673852814
25.64,379.6498366216728,434.757493054239
25.84,381.8820718724355,436.0867077831889
26.04,382.9606786761379,437.2906201486813
26.24,380.50766721850937,433.8923840966097
26.44,368.33566740389085,427.498579309015
26.64,356.2716614213873,422.41379181823936
26.84,349.4391780750051,418.76416404298106
27.04,353.54487437255085,422.13493031477077
27.24,357.9191599703908,424.24139860863056
27.44,364.6868066821175,425.62867106998567
27.64,373.03203974494204,426.94746249626735
27.84,376.0211115144566,429.73402884551797
28.04,379.5153695251158,430.3174783263166
28.24,385.18155884371015,431.9274405159668
28.44,387.9996208026078,431.91152120293606
28.64,390.66322843890225,432.4609078245429
28.84,385.8632218623649,439.51643526865604
29.04,355.46661810565644,434.3385446657664
29.24,331.34322638923584,423.6891163754421
29.44,309.34056007256714,403.22564860657616
29.64,296.82892693127906,391.1066291496677
29.84,291.17923519176287,378.5782206457556
30.04,306.1957551974597,390.9131762224075
30.24,345.8667861239968,423.9735909866309
30.44,364.6622688369432,434.3955918969966
30.64,365.11128743148186,429.98660272625426
30.84,363.923826923617,427.93171650747104
31.04,358.47494526294304,425.88964305973553
31.24,349.69263367540395,418.9280537683717
31.44,357.0399391077954,421.3068611555512
31.64,359.28587786217616,421.55642047706203
31.84,365.3745834658036,422.67842393301703
32.04,373.67128335510097,423.84183990763165
32.24,376.652438348889,427.1247124735855
32.44,381.9088996971923,429.0619058681338
32.64,386.41611914980723,431.42101818873607
32.84,384.6767797098178,431.9044512913761
33.04,374.9967543968728,429.5635431204479
33.24,368.605412330603,426.12605171424923
33.44,360.4711549575005,423.179706899887
33.64,356.4105832206413,419.3276184425141
33.84,356.87935088392567,418.6237635110511
34.04,364.30669246098057,423.37279671660286
34.24,366.94310738380585,422.32276824741376
34.44,370.23305779793606,425.25384002753475
34.64,374.66467356255055,426.94325047914697
34.84,379.9436937755256,430.52406704037963
35.04,384.4464192570373,432.9862435073567
35.24,387.21779372080516,434.3031952583036
35.44,376.90440088159556,428.4264891437763
35.64,362.9492877988178,427.01760744201647
35.84,353.94615659708484,421.29139793436826
36.04,351.3249093229604,416.82838957413344
36.24,357.24258770969317,419.7377258810914
36.44,359.11743181829996,419.4611989914442
36.64,360.75235923225426,422.9022285804147
36.84,367.49182809817756,421.08475724015864
37.04,371.0803584239009,424.14416353466123
37.24,374.00736602254955,429.5558797530078
37.44,378.26965890710466,429.1876353854876
37.64,379.7661966005726,431.09114992849624
37.84,384.8192192240519,432.86591170821754
38.04,385.4416197434339,431.27101108701345
38.24,369.0058579222407,424.22803136666323
38.44,364.2774497483854,422.1423572440878
38.64,355.2041077735219,418.2927906548766
38.84,355.93570995548623,418.5275018205869
39.04,358.1439058463321,417.84581260405787
39.24,364.84265478462675,422.9280380468489
39.44,367.53784566353966,421.8063001929684
39.64,371.72368228164873,423.41061972051114
39.84,375.46723507650773,426.70238534118124
40.04,380.62941376010065,428.78100728429473
40.24,383.05812077543123,430.44335086808013
40.44,384.8970082476833,429.149404763104
40.64,374.6064299499047,425.20636023779383
40.84,372.9272664518311,426.8594566196678
41.04,356.11060075208576,418.68429482601226
41.24,353.22439246399176,414.8513726181677
41.44,356.1759715184433,418.6020355424533
41.64,363.4193829654505,421.22036890031626
41.84,370.0604400601724,421.3263691510193
42.04,374.64459897070293,423.71827664853515
42.24,378.5403567498997,424.6823894674096
42.44,384.1019223916985,430.2734977375355
42.64,387.05572327561555,429.3740824329795
42.84,392.94004987025374,431.4769326462243
43.04,392.17882391576893,432.80686927561806
43.24,389.0805734502042,431.8328405203722
43.44,379.2390727443304,426.9035600504654
43.64,365.8144682743237,422.39102341886235
43.84,359.73048671343923,418.758259705159
44.04,354.41264033444446,414.4264961861887
44.24,352.4324308278236,412.69349953584555
44.44,350.98136861429634,408.2344282972743
44.64,351.7185585521996,414.3656281713154
44.84,355.31801060356423,416.3058826754523
45.04,362.5631429749422,417.3591984693016
45.24,367.8341853712715,421.6802363581627
45.44,374.567830493564,425.21703686553985
45.64,376.68314558449856,426.75993721890393
45.84,376.27036295719694,427.3301443821663
46.04,365.45308124981494,427.100084974361
46.24,365.73271179593405,425.2195682893607
46.44,365.43919890448933,428.0260017748336
46.64,354.6421582602642,420.6241125518111
46.84,344.8970443419372,414.2740060788311
47.04,344.2182597937849,415.8521276511754
47.24,344.52219766959894,416.94522900256175
47.44,345.44194097616037,419.09616854121055
47.64,344.5061191261204,418.48993847920656
47.84,345.92210200186094,420.19634289069376
48.04,349.38617279631956,419.5958428537395
48.24,354.86029207998376,421.93369500623885
48.44,356.27550236432404,421.7934887861827
48.64,358.5329781405823,423.6498802013519
48.84,360.17297730009534,423.40073195589895
49.04,363.8306759968081,425.68109737962857
49.24,367.9584493952656,426.37535991059065
49.44,373.5461092654389,426.3783079978614
49.64,376.84675462675875,429.9353229142469
49.84,380.90259135059205,429.8984811538252
50.04,381.9240436377772,432.0787108815756
50.24,385.32534456683516,431.31297990153627
50.44,383.7847997941506,429.4814192032358
50.64,379.6192080026047,427.1480781597544
50.84,370.2365088446991,425.80341464257475
51.04,360.6518166388463,421.90899332334493
51.24,356.91807120876564,421.77409752765897
51.44,349.83553221141324,416.553085247812
51.64,343.86959117582506,415.6126336106884
51.84,343.7231286359059,416.67929033850214
52.04,346.40622068753424,414.97161249258244
52.24,353.93785411307505,420.18647675595327
52.44,356.06394891614485,420.5800161002941
52.64,362.57403815467245,423.15833561616125
52.84,369.82689084852035,425.50984059206985
53.04,376.3742989585559,428.3072543511202
53.24,382.1065300378366,429.3737712094846
53.44,385.4743215164849,432.07756622685736
53.64,386.6592591697313,433.647895678234
53.84,369.0349432030646,425.2664452640316
54.04,350.9046345151406,423.5165838179962
54.24,344.85736020630435,419.09654740818667
54.44,346.0105989912949,420.6061898428625
54.64,348.86159027445837,421.2337865851504
54.84,354.13604866458365,422.7235186632006
55.04,356.6612090924747,423.57465981728785
55.24,359.1340805509414,424.71315055247436
55.44,362.76346858672247,426.7279156329006
55.64,364.4162676055115,428.4573528814374
55.84,366.7155427624679,429.238930045291
56.04,369.89204881740295,430.2874676911461
56.24,372.7799333437529,429.4714053195656
56.44,371.66641125014485,432.74311498841155
56.64,363.042830859742,424.39453964370523
56.84,360.49332537804213,423.51386636680564
57.04,350.37436063471966,420.0211243197153
57.24,349.36656023138204,419.5157034019688
57.44,351.9866896037885,421.5785461248131
57.64,352.7926458239287,421.1077051806016
57.84,356.7307205789918,423.2686701599068
58.04,361.09593370613413,424.49922791449654
58.24,363.8764896695546,425.86639257167235
58.44,371.60373176627405,428.2832058112352
58.64,374.80904249069897,432.2373893223933
58.84,377.73570932928266,433.1945951487086
59.04,373.6889654634425,431.5381746572671
59.24,367.2783474720648,423.79269510146077
59.44,360.3995525765005,423.610634909047
59.64,353.9013926287035,421.57575767267207
59.84,349.2385227018149,418.2591298028593
60.04,347.13147566309226,416.85375012084256
60.24,346.3146547082292,416.2654676507648
60.44,351.20021031275354,420.4227972000308
60.64,358.5411364139503,421.0733853711788
60.84,364.0365510644712,424.7502265800493
61.04,367.40563618631273,426.3472732838802
61.24,368.96668354085557,427.83315862005486
61.44,373.1925857770002,429.15511239647276
61.64,379.7493761685199,433.739839317053
61.84,360.3783751084817,433.83258018897095
62.04,334.1539720612974,428.7674406336154
62.24,321.8482275802393,418.4076456658696
62.44,303.03975517242316,392.78347062169064
62.64,288.51174259498526,373.96032370273355
62.84,300.39220152428936,387.8669517674863
63.04,332.1885239727849,424.27636863184676
63.24,348.6958048127671,440.44259232918665
63.44,348.6977672582903,425.2455566353518
63.64,359.47004467619735,424.856001591778
63.84,361.06837374490414,427.2336486622662
64.04,362.2930817879942,427.1014629198889
64.24,357.08955960389625,423.69031352903033
64.44,345.5824230644466,417.5361424901263
64.64,343.69659425107517,414.9135604166968
64.84,338.18850774356173,413.1512112529603
65.04,343.6232563248409,415.0655926784966
65.24,345.212459738149,416.9596458630359
65.44,349.46128835658794,419.9014269152099
65.64,352.9745689436493,418.64634546095556
65.84,352.68342388333673,420.5079110579014
66.04,356.4124223450831,420.5288618049936
66.24,360.27249145079844,421.2815572413661
66.44,362.4539887660132,423.1384053246104
66.64,365.2558591529603,423.71787739520465
66.84,370.07424922892693,424.9702804045832
67.04,370.0105657225632,426.59013292549986
67.24,371.4556046836432,426.4984813080933
67.44,369.111936458547,425.7279480881411
67.64,354.645765112878,421.68165631409556
67.84,341.1121688464898,415.5386224300828
68.04,341.7755862834159,415.6329124811314
68.24,345.2445963415772,417.29393595053455
68.44,350.39694227197896,422.57894294053733
68.64,354.76478878838196,422.7583141944317
68.84,355.79961226118434,426.1027315417041
69.04,358.9648501338373,426.47178126214175
69.24,364.7237739860088,426.7030778551471
69.44,368.1466106211451,427.94900704236426
69.64,367.98009827381134,431.6132966806325
69.84,361.77268425811263,421.2939884485302
70.04,349.87696932899,420.14772392237916
70.24,344.0570413330532,416.13805571932795
70.44,340.3022899136468,415.74876938344846
70.64,342.93931596866145,417.61775842305894
70.84,349.9553551054093,418.4882425313176
71.04,359.23744269961355,421.4101313289783
71.24,366.6111353133956,425.7793971499279
71.44,370.089868745275,429.0516685245403
71.64,373.41938756357564,430.3453306049289
71.84,376.82000944971367,430.45591002702463
72.04,379.2201109952835,430.487646893524
72.24,373.2305462817989,430.499150005182
72.44,364.8636209431597,422.3495540428218
72.64,351.0467207563607,417.3375912383424
72.84,342.547903174092,415.02510622752015
73.04,346.4429323269495,415.90784493087915
73.24,351.9027014073064,419.67759618235317
73.44,361.0645177925034,421.15706246292103
73.64,366.1044573291149,421.66714149262435
73.84,371.9184998654396,424.15401466411913
74.04,373.06202339133756,426.4798372601693
74.24,376.7893051816326,427.52365416568557
74.44,382.9895067183861,427.46374963083514
74.64,386.5855289853658,429.59882248570835
74.84,377.97881850238525,433.5323888393441
75.04,349.6358837016729,427.6154293356636
75.24,325.4551225178223,419.75667427263505
75.44,305.2947444615583,398.2773441326741
75.64,292.2545049546718,387.96962351635534
75.84,284.9740273190641,373.83191426178377
76.04,302.87070049758404,388.58833476152535
76.24,339.1241579164224,419.2010610804401
76.44,358.73585250994677,428.5885420219485
76.64,361.096557005748,426.73101048816096
76.84,357.92588096086456,424.30020813221535
77.04,353.0590700674224,421.5737652031224
77.24,343.97719350057724,414.7794301662061
77.44,350.03262252496086,416.05498739561
77.64,354.8933556307154,414.10072165797294
77.84,360.32039796105096,417.30787805458493
78.04,367.8487669481636,419.03796312312966
78.24,369.9849436622118,423.2479131317822
78.44,376.6279015367834,426.55814909974794
78.64,380.632501556915,425.7102599791922
78.84,377.9107075821415,428.0595297041097
79.04,366.8650246377615,427.2954147888273
79.24,360.65324265656585,421.462609718348
79.44,354.9866853434347,419.0700108061769
79.64,351.056015591613,416.0691545947717
79.84,350.6958404979481,415.03469867500723
80.04,357.5301540169036,415.8310254466062
80.24,360.65304185041657,418.07828012398136
80.44,363.49428245575933,419.75115314987215
80.64,369.8877015514975,421.46684791100665
80.84,371.27328983262765,424.85020882649974
81.04,377.9907318771301,427.06712990077324
81.24,381.8984639697495,426.03632272673167
81.44,369.8934543193148,421.3317991867772
81.64,354.6335505395996,423.76711065079047
81.84,348.69531154885084,415.1835791602313
82.04,345.76568643401816,411.951560044949
82.24,348.06775437530644,413.67357133936736
82.44,352.6097065637519,414.37506039570155
82.64,356.62857832479824,417.07518108385295
82.84,358.9541933575173,418.1206882114954
83.04,366.69254706796454,417.4801433492118
83.24,366.00267677174463,421.61374764740225
83.44,369.1387292955352,424.8876288666436
83.64,373.1103635337572,426.86310129858674
83.84,378.0386059452475,428.17043651392663
84.04,377.30219456963897,426.9918642188723
84.24,363.509068830661,419.590580650073
84.44,356.26673498849993,417.5499739869492
84.64,350.0832579025405,412.57821378924
84.84,350.08953208163524,412.4566872471221
85.04,352.5722278629595,415.9030506096986
85.24,356.8975010522359,416.5287702850644
85.44,359.260086114723,418.9593678847336
85.64,367.61666781855786,420.1271943628392
85.84,370.40061085358457,421.31011251216955
86.04,373.2486363325129,426.404368159518
86.24,374.3281177466067,425.2819861871603
86.44,377.65313741324985,424.1310931542665
86.64,368.3680307683488,420.7930250187469
86.84,366.1949162996803,421.90883101069846
87.04,349.03428971948784,413.4781458035166
87.24,347.58442862431775,410.5307413548364
87.44,350.61090261841275,412.62843441594543
87.64,356.63328419681983,415.1641542993742
87.84,360.7404870435394,417.08310824018844
88.04,367.72491542321717,419.0622023034737
88.24,374.7427311839665,421.35149230786004
88.44,377.96788748874593,424.5227523983798
88.64,378.77972590989623,425.8243139633222
88.84,385.0684905636706,426.4493368288278
89.04,385.97287886270414,428.3118080356754
89.24,384.44116853281304,427.1135355102569
89.44,370.07253005427924,424.1464742854454
89.64,359.8171359867958,416.5237163961458
89.84,353.4690994526635,413.57867886106715
90.04,349.6670223101951,408.3104772737428
90.24,345.9389792706849,408.2244429100265
90.44,345.46932135293724,404.5165490560217
90.64,345.5628148917645,409.39966405284645
90.84,349.5696361709922,410.7226533505076
91.04,356.0455864223879,413.7227706351696
91.24,361.3143683925657,419.08355698530124
91.44,366.0340951315522,419.8268745962498
91.64,370.03738000814826,421.401717907994
91.84,369.885672089476,423.04196555984987
92.04,372.11479448159463,434.2354233467708
92.24,372.28862257689406,431.45312752446955
92.44,373.27030616952334,433.104783414164
92.64,358.56128515669405,424.14110636447447
92.84,348.93915739777685,419.2100702138697
93.04,348.1746985049769,420.8101698172738
93.24,349.06367847051706,420.03978621793374
93.44,351.4388370063883,423.45420710825294
93.64,351.77657293129005,425.34032204427217
93.84,354.0236898096965,422.03392558491356
94.04,357.4034587141326,422.6880024291775
94.24,358.276362828205,425.69526865900906
94.44,362.30379219090815,427.8997374337962
94.64,360.7415043672065,427.8690369303541
94.84,366.1463103567133,429.08387084335175
95.04,371.38989724030296,431.03666210011914
95.24,375.5609915072247,430.75115516361234
95.44,378.8316023222803,432.31503821655417
95.64,382.10008092546553,434.2904369457714
95.84,388.0264334131305,435.83571334065124
96.04,390.0593755808015,435.4569611398468
96.24,393.48109309512324,437.31596034594276
96.44,389.9121081951873,435.53786022535405
96.64,385.51192653485845,435.0156123496099
96.84,378.3868596620079,430.1120442904078
97.04,368.99646157999337,424.9448177451224
97.24,362.34237342171593,425.91180862377416
97.44,356.10856265175795,421.335565623445
97.64,350.75629253966696,420.1276180812022
97.84,348.3178994168977,419.2643887716728
98.04,353.5961251275331,422.7692856076588
98.24,357.61163433976145,421.77122464211357
98.44,362.99314221713024,427.0089717437999
98.64,370.29109012716356,428.16477127137273
98.84,376.05306793625994,430.9235432107839
99.04,383.44886289951285,433.05381954967174
99.24,387.5570312625031,435.0757957712894
99.44,391.1134369188191,436.371081728475
99.64,395.7574777246008,438.7831895557558
99.84,376.1361548020233,428.07714226250084
100.04,359.8410349763005,429.65957429036587
100.24,352.32785491131773,421.0680703903241
100.44,352.98386143215464,421.83919787121175
100.64,355.74591256199875,426.1730170254152
100.84,359.54410243050194,427.04019673636475
101.04,365.08483918911475,426.96789332704526
101.24,364.7477080470683,430.2000268090891
101.44,368.22111049832887,430.3137091639632
101.64,372.69532631366525,430.74459028268376
101.84,372.4269160219504,433.2911777729216
102.04,375.36368326858644,437.4001295493665
102.24,378.96915837815015,435.27730642576523
102.44,377.8926221197563,435.6964800897555
102.64,368.30714801318226,429.0247452338213
102.84,365.7686735636655,430.81072717987405
103.04,357.1354975042091,425.01301506961045
103.24,355.39601661243967,424.7921425482757
103.44,356.90390916037535,425.9133391027997
103.64,361.7445587409881,426.4107539522316
103.84,362.9286706309788,428.5648413616624
104.04,366.89367978638234,428.3181707100374
104.24,372.3241274949772,429.86486090637896
104.44,377.85775923576676,431.6610115055976
104.64,383.66593031181367,435.8721104323087
104.84,383.2897382100655,437.5967130184017
105.04,381.0369812242609,435.5575749225838
105.24,372.0207452141114,430.57528591706694
105.44,365.84191698071015,428.3653007219709
105.64,359.6870261797515,424.87674082379704
105.84,354.9302913648225,424.0413002993975
106.04,352.3434724303436,423.85390460454556
106.24,353.22323374982506,419.63893618910566
106.44,360.1301400582759,423.7933805040809
106.64,366.62937033110813,428.5650234242188
106.84,370.13236497452516,426.3830297647114
107.04,374.1878986918401,431.6098010745217
107.24,375.68122894613055,432.59720128638276
107.44,380.9499314528562,434.2857435553283
107.64,385.7659774830731,438.46031616604523
107.84,367.5694911924887,437.88994880595726
108.04,339.1983871769791,432.1140665081891
108.24,326.70485787499024,421.5057602640572
108.44,308.93406191278854,397.75213145445764
108.64,296.60711715345576,379.3881191078414
108.84,303.6828881152885,391.5218671974764
109.04,337.853317678737,428.1409403246487
109.24,354.81679793907057,444.3776723468434
109.44,352.34956373873877,430.22237588674284
109.64,366.8227866918008,426.45862501076186
109.84,368.8722930150676,432.5025937624088
110.04,368.2994963115895,431.92952439930536
110.24,362.1964037582451,425.28197646338884
110.44,351.80326952849833,422.95732935204296
110.64,346.3769025120409,419.7508836521934
110.84,345.42227439731244,416.039055114559
111.04,349.07935386138564,419.92358300242347
111.24,351.28363516680895,422.32703393137814
111.44,355.67700071633413,423.20393893230727
111.64,359.90668937138025,425.4212294208931
111.84,360.17240009014876,426.47542718413916
112.04,362.51932914816956,425.247536482803
112.24,367.39446192873726,426.87949978573323
112.44,365.99778905274974,428.0074603337172
112.64,371.44384862663736,428.5315572203634
112.84,376.2825680971015,431.353115998566
113.04,376.66885957991025,431.35171246853986
113.24,376.6601707421431,431.5479070065421
113.44,376.3352679676409,429.70302380923124
113.64,360.8467100132448,425.2993625824071
113.84,345.8700671777599,422.21634337286946
114.04,349.38953624854724,419.81325714600104
114.24,350.70003552862624,422.12486789315045
114.44,356.4393073056329,425.559014119849
114.64,359.5513293159978,428.0638982905544
114.84,364.46363047564205,428.0454493846639
115.04,367.51869285714304,429.61489914840996
115.24,371.64140862512863,430.97840311678704
115.44,373.99189964840224,431.883149341439
115.64,374.5825541831788,433.5732261766784
115.84,368.3307637803563,426.3745626754583
116.04,356.7981400050506,425.5367875447148
116.24,350.1671435463832,420.0912022948946
116.44,343.8956311542494,420.4525536080211
116.64,346.696778476677,421.1865471286105
116.84,355.9968425322702,423.4706466101419
117.04,366.3250349060973,428.9969049840335
117.24,371.2520991680242,432.30109394987596
117.44,376.35585616246806,433.59145955712665
117.64,378.7626092365647,433.9407145301205
117.84,380.52100779943345,435.16804617203536
118.04,382.79209193512656,437.1636739982984
118.24,381.5676342980139,434.2496377137173
118.44,370.0600155215857,427.5622772808882
118.64,354.89834107797174,423.51415615791495
118.84,347.4846244687316,418.6747923472759
119.04,354.31254954921894,424.57543425763726
119.24,359.2517041282091,423.5903258932485
119.44,366.12650123626844,424.48773776548086
119.64,371.9610291234318,426.3522652141649
119.84,376.2914303834283,428.5924239935195
120.04,380.1413820774259,429.9042521359812
120.24,383.5778108395734,432.76863128003646
120.44,389.0648292402968,433.7618558883956
120.64,389.3742654091466,434.15688677028703
120.84,384.924897533389,439.6276156968673
121.04,355.9551485742992,432.2061384759817
121.24,330.71239958673743,423.2879671811944
121.44,310.2076703266069,401.15814002906563
121.64,295.0302962053103,391.80206509926273
121.84,289.9243695825404,375.216479920312
122.04,307.882317406264,391.1150030550874
122.24,346.74572082495143,423.3123161165311
122.44,366.05787940329225,433.7346463609103
122.64,365.72519904295046,431.1171723758486
122.84,363.68316213946997,428.30759406428746
123.04,359.1153177758889,425.3571616398456
123.24,351.01369481551103,419.8005934796563
123.44,355.6657062238584,418.115598760211
123.64,360.7590744507206,419.7910758596257
123.84,365.14849990218244,420.7664284849335
124.04,371.77217762254026,422.93720275793436
124.24,377.9003726613385,426.4351664724237
124.44,381.53599895763773,428.92088083828145
124.64,385.63619708599714,430.25240553254196
124.84,385.83111110625794,432.3662653676286
125.04,374.8169249663391,432.34102771394595
125.24,369.26354916360566,427.3896676510483
125.44,361.0657420596709,425.15341396461156
125.64,357.0659830599285,417.8815731343876
125.84,361.03499069085876,418.92878583000544
126.04,361.98680912111627,418.58032020750665
126.24,367.25511937041205,425.2974442379655
126.44,369.86525674632986,425.43393096756256
126.64,374.7260155487315,426.65648081591365
126.84,379.2939517137387,430.1482667746424
127.04,385.51474369798234,433.14151648468004
127.24,389.1854628862959,433.330857136323
127.44,376.9135646285747,426.1747504441579
127.64,361.45192488271687,426.1314002007588
127.84,352.6286334833016,420.016090709918
128.04,351.7264881474748,417.3608784380739
128.24,355.66318974169087,417.5010623548139
128.44,357.45912426753506,419.8202888082635
128.64,362.7686091494089,419.4517912130832
128.84,368.34167543652615,422.7329929819007
129.04,369.67590185415673,424.0907599718209
129.24,373.25542787861514,427.8833395099404
129.44,375.65535270122473,430.0214288434421
129.64,378.3815118823669,430.1577322156269
129.84,382.72827885582245,431.9073869500086
130.04,383.2538050578329,431.01046678053507
130.24,369.2169945237289,423.65065737960856
130.44,362.566937257584,419.94776764807636
130.64,354.315903106166,419.0472676190315
130.84,355.88608615729265,417.5409699846762
131.04,360.19735497049766,418.8408757256249
131.24,363.4731870360651,421.09395082021797
131.44,366.90106390141517,421.6156157667727
131.64,372.41805903786104,425.1269467586937
131.84,375.1133574515651,424.4383854612022
132.04,380.71769530704256,428.9461382041098
132.24,384.25136944501895,429.90853365739673
132.44,384.8767197311883,429.37012266985454
132.64,375.1683473236838,425.2109462918293
132.84,372.22011315405007,426.96502159045866
133.04,356.86646968470075,418.63571975558165
133.24,352.5141324207828,414.91875507280014
133.44,358.7937078756169,417.6271426328332
133.64,362.7596892805462,420.67003679911306
133.84,369.44141268781914,422.2882092163641
134.04,376.28794751718743,422.950421231684
134.24,378.43886296642586,428.0935707572637
134.44,381.7188694579517,428.78043505545793
134.64,388.42180016418723,432.98746528607643
134.84,393.49414162427155,431.0640507760978
135.04,392.0045573438359,432.5979714008174
135.24,389.54966322289255,431.71059761190975
135.44,377.55510253006895,428.21686988333954
135.64,365.03370264935427,421.5821234750576
135.84,360.34041611555006,418.3351920661675
136.04,354.3757380738298,416.03059735587
136.24,354.4266307641325,411.88261075992665
136.44,351.2045032434364,407.861641318674
136.64,352.78285153520613,413.91106830205996
136.84,357.41843679494843,416.28888950530825
137.04,363.45137594018684,418.1247680979497
137.24,367.50316457407104,421.4773286917764
137.44,372.8558107652044,425.53650248976305
137.64,375.5170644268186,425.9454847029809
137.84,378.4028087984352,428.40248459739036
138.04,378.65765504648124,438.4047639533469
138.24,377.5648874428362,438.2953339049655
138.44,379.3426615266015,437.55662380689637
138.64,363.14829721506806,431.34534143031203
138.84,353.00230377346884,427.24082827751573
139.04,351.96410375624515,427.8582059791009
139.24,355.22480188654754,427.5675890707397
139.44,358.2029541036901,429.91064893723774
139.64,357.1837189817312,427.9531526377435
139.84,357.80371968040566,431.22121607385725
140.04,360.6546874798927,431.8442553051083
140.24,365.27504905859564,431.82263430791465
